name,year_start,year_end,birth_date,college,player_name_clean,height_m,weight_kg,age_at_debut,age_at_last_season,position_all,position_main,BMI,body_fat_pct_est,fat_mass_kg,lean_mass_kg
Andres Guibert,1994,1995,1968-10-28,Unknown,Andres Guibert,2.1,102.1,26,27,F/C,F,23.2,17.8,18.2,83.9
Jay Guidinger,1993,1994,1969-08-18,University of Minnesota Duluth,Jay Guidinger,2.1,115.7,24,25,C,C,26.2,21.0,24.3,91.4
Coulby Gunther,1947,1949,1923-02-05,Boston College,Coulby Gunther,1.9,86.2,24,26,F,F,23.9,18.5,15.9,70.3
Dave Gunther,1963,1963,1937-07-22,University of Iowa,Dave Gunther,2.0,86.2,26,26,F,F,21.6,15.7,13.5,72.7
Al Guokas,1950,1950,1925-08-07,Saint Joseph's University,Al Guokas,2.0,90.7,25,25,F/G,F,22.7,16.8,15.2,75.5
Matt Guokas,1947,1947,1915-11-11,Saint Joseph's University,Matt Guokas,1.9,88.5,32,32,F,F,24.5,20.6,18.2,70.3
Matt Guokas,1967,1976,1944-02-25,Saint Joseph's University,Matt Guokas,2.0,79.4,23,32,G/F,G,19.8,14.9,11.8,67.6
Jorge Gutierrez,2014,2016,1988-12-27,University of California,Jorge Gutierrez,1.9,86.6,26,28,G,G,24.0,19.0,16.5,70.1
A.J. Guyton,2001,2003,1978-02-12,Indiana University,Aj Guyton,1.9,81.6,23,25,G,G,22.6,16.7,13.6,68.0
Rudy Hackett,1976,1977,1953-05-10,Syracuse University,Rudy Hackett,2.1,95.3,23,24,F,F,21.6,15.2,14.5,80.8
Hamed Haddadi,2009,2013,1985-05-19,Unknown,Hamed Haddadi,2.2,115.2,24,28,C,C,23.8,18.8,21.7,93.5
Jim Hadnot,1968,1968,1940-01-15,Providence College,Jim Hadnot,2.1,106.6,28,28,C/F,C,24.2,19.3,20.6,86.0
Scott Haffner,1990,1991,1966-02-02,University of Evansville,Scott Haffner,1.9,81.6,24,25,G,G,22.6,16.7,13.6,68.0
Cliff Hagan,1957,1970,1931-12-09,University of Kentucky,Cliff Hagan,1.9,95.3,26,39,F/G,F,26.4,24.4,23.3,72.0
Glenn Hagan,1982,1982,1955-06-25,St. Bonaventure University,Glenn Hagan,1.8,77.1,27,27,G,G,23.8,18.6,14.3,62.8
Tom Hagan,1970,1971,1947-01-29,Vanderbilt University,Tom Hagan,1.9,83.9,23,24,G,G,23.2,17.2,14.4,69.5
Robert Hahn,1950,1950,1925-08-25,North Carolina State University,Robert Hahn,2.1,108.9,25,25,C,C,24.7,19.2,20.9,88.0
Al Hairston,1969,1970,1945-12-11,Bowling Green State University,Al Hairston,1.9,77.1,24,25,G,G,21.4,15.2,11.7,65.4
Happy Hairston,1965,1975,1942-05-31,New York University,Happy Hairston,2.0,102.1,23,33,F,F,25.5,22.0,22.5,79.6
Lindsay Hairston,1976,1976,1951-12-08,Michigan State University,Lindsay Hairston,2.0,81.6,25,25,F/C,F,20.4,14.0,11.4,70.2
Malik Hairston,2009,2010,1987-02-23,University of Oregon,Malik Hairston,2.0,99.8,22,23,G,G,25.0,19.1,19.1,80.7
P.J. Hairston,2015,2016,1992-12-24,University of North Carolina,Pj Hairston,2.0,104.3,23,24,G/F,G,26.1,20.6,21.5,82.8
Marcus Haislip,2003,2010,1980-12-22,University of Tennessee,Marcus Haislip,2.1,104.3,23,30,F,F,23.7,19.1,19.9,84.4
Chick Halbert,1947,1951,1919-02-27,West Texas A&M University,Chick Halbert,2.1,102.1,28,32,C,C,23.2,19.0,19.4,82.7
Swede Halbrook,1961,1962,1933-01-30,Oregon State University,Swede Halbrook,2.2,106.6,28,29,C,C,22.0,16.9,18.0,88.6
Bruce Hale,1949,1951,1918-08-30,Santa Clara University,Bruce Hale,1.9,77.1,31,33,G/F,G,21.4,17.1,13.2,63.9
Hal Hale,1968,1968,1945-09-21,Utah State University,Hal Hale,1.9,81.6,23,23,G,G,22.6,16.2,13.2,68.4
Jack Haley,1989,1998,1964-01-27,"University of California, Los Angeles",Jack Haley,2.1,108.9,25,34,C/F,C,24.7,21.3,23.2,85.7
Shaler Halimon,1969,1973,1945-03-30,Utah State University,Shaler Halimon,2.0,90.3,24,28,G/F,G,22.6,17.4,15.7,74.6
Mike Hall,2007,2007,1984-06-05,George Washington University,Mike Hall,2.0,104.3,23,23,F,F,26.1,20.4,21.3,83.0
Jeff Halliburton,1972,1973,1949-07-03,Drake University,Jeff Halliburton,2.0,87.5,23,24,G,G,21.9,15.6,13.6,73.9
Darvin Ham,1997,2005,1973-07-23,Texas Tech University,Darvin Ham,2.0,99.8,24,32,F,F,25.0,21.2,21.2,78.6
Steve Hamer,1997,1997,1973-11-13,University of Tennessee,Steve Hamer,2.1,111.1,24,24,C,C,25.2,19.6,21.8,89.3
Dale Hamilton,1950,1950,1919-08-16,Franklin College,Dale Hamilton,1.8,81.6,31,31,G/F,G,25.2,21.2,17.3,64.3
Daniel Hamilton,2018,2018,1995-08-08,University of Connecticut,Daniel Hamilton,2.0,88.5,23,23,G/F,G,22.1,15.6,13.8,74.7
Dennis Hamilton,1968,1971,1944-05-08,Arizona State University,Dennis Hamilton,2.0,95.3,24,27,F,F,23.8,18.6,17.7,77.6
Joe Hamilton,1971,1976,1948-07-05,University of North Texas,Joe Hamilton,1.8,72.6,23,28,G,G,22.4,17.1,12.4,60.2
Jordan Hamilton,2012,2016,1990-10-06,University of Texas at Austin,Jordan Hamilton,2.0,99.8,22,26,G/F,G,25.0,19.8,19.8,80.0
Justin Hamilton,2014,2017,1990-04-01,Louisiana State University,Justin Hamilton,2.1,117.9,24,27,C,C,26.7,22.0,25.9,92.0
Ralph Hamilton,1949,1949,1921-06-10,Indiana University,Ralph Hamilton,1.9,85.3,28,28,G/F,G,23.6,18.6,15.9,69.4
Richard Hamilton,2000,2013,1978-02-14,University of Connecticut,Richard Hamilton,2.0,83.9,22,35,G/F,G,21.0,17.0,14.3,69.6
Roy Hamilton,1980,1981,1957-07-20,"University of California, Los Angeles",Roy Hamilton,1.9,81.6,23,24,G,G,22.6,16.4,13.4,68.2
Steve Hamilton,1959,1960,1935-11-30,Morehead State University,Steve Hamilton,2.0,86.2,24,25,F/C,F,21.6,15.5,13.4,72.8
Tang Hamilton,2002,2002,1978-05-26,Mississippi State University,Tang Hamilton,2.0,99.8,24,24,F,F,25.0,19.3,19.3,80.5
Thomas Hamilton,1996,2000,1975-04-03,University of Pittsburgh,Thomas Hamilton,2.2,149.7,21,25,C,C,30.9,26.6,39.8,109.9
Zendon Hamilton,2001,2006,1975-04-27,St. John's University,Zendon Hamilton,2.1,113.4,26,31,C/F,C,25.7,21.8,24.7,88.7
Geert Hammink,1994,1996,1969-07-12,Louisiana State University,Geert Hammink,2.1,118.8,25,27,C,C,26.9,22.3,26.5,92.3
Julian Hammond,1968,1972,1943-05-27,University of Tulsa,Julian Hammond,2.0,93.0,25,29,F,F,23.2,18.3,17.0,76.0
Tom Hammonds,1990,2001,1967-03-27,Georgia Institute of Technology,Tom Hammonds,2.1,97.5,23,34,F,F,22.1,18.1,17.6,79.9
A.J. Hammons,2017,2017,1992-08-27,Purdue University,Aj Hammons,2.1,117.9,25,25,C,C,26.7,21.6,25.5,92.4
Joe Hamood,1968,1968,1943-09-07,University of Houston,Joe Hamood,1.8,81.6,25,25,G,G,25.2,19.8,16.2,65.4
Darrin Hancock,1995,1997,1971-11-03,University of Kansas,Darrin Hancock,2.0,93.0,24,26,G/F,G,23.2,17.6,16.4,76.6
Ben Handlogten,2004,2005,1973-11-16,Western Michigan University,Ben Handlogten,2.1,108.9,31,32,C,C,24.7,20.8,22.7,86.2
Cecil Hankins,1947,1948,1922-01-06,Oklahoma State University,Cecil Hankins,1.9,79.4,25,26,G,G,22.0,16.2,12.9,66.5
Phil Hankinson,1974,1975,1951-07-26,University of Pennsylvania,Phil Hankinson,2.0,88.5,23,24,F,F,22.1,15.8,14.0,74.5
Alex Hannum,1950,1957,1923-07-19,University of Southern California,Alex Hannum,2.0,95.3,27,34,F/C,F,23.8,20.2,19.3,76.0
Don Hanrahan,1953,1953,1929-02-06,Loyola University of Chicago,Don Hanrahan,2.0,90.7,24,24,F,F,22.7,16.6,15.1,75.6
Rollen Hans,1954,1955,1931-04-13,Long Island University,Rollen Hans,1.9,95.3,23,24,G,G,26.4,21.0,20.0,75.3
Ben Hansbrough,2013,2013,1987-12-23,University of Notre Dame,Ben Hansbrough,1.9,92.1,26,26,G,G,25.5,20.4,18.8,73.3
Tyler Hansbrough,2010,2016,1985-11-03,University of North Carolina,Tyler Hansbrough,2.1,113.4,25,31,F,F,25.7,21.8,24.7,88.7
Bob Hansen,1984,1992,1961-01-18,University of Iowa,Bob Hansen,2.0,86.2,23,31,G,G,21.6,16.9,14.6,71.6
Glenn Hansen,1976,1978,1952-04-21,Louisiana State University,Glenn Hansen,1.9,93.0,24,26,G,G,25.8,20.7,19.3,73.7
Lars Hansen,1979,1979,1954-09-14,University of Washington,Lars Hansen,2.1,102.1,25,25,C,C,23.2,17.4,17.8,84.3
Travis Hansen,2004,2004,1978-04-15,Brigham Young University,Travis Hansen,2.0,93.0,26,26,G,G,23.2,17.6,16.4,76.6
Reggie Hanson,1998,1998,1968-10-06,University of Kentucky,Reggie Hanson,2.0,88.5,30,30,F,F,22.1,17.2,15.2,73.3
Bill Hanzlik,1981,1990,1957-12-06,University of Notre Dame,Bill Hanzlik,2.0,83.9,24,33,G/F,G,21.0,16.6,13.9,70.0
Luke Harangody,2011,2012,1988-01-02,University of Notre Dame,Luke Harangody,2.0,111.6,23,24,F,F,27.9,22.8,25.4,86.2
Anfernee Hardaway,1994,2008,1971-07-18,University of Memphis,Anfernee Hardaway,2.0,88.5,23,37,G/F,G,22.1,18.8,16.6,71.9
Tim Hardaway,1990,2003,1966-09-01,University of Texas at El Paso,Tim Hardaway,1.8,79.4,24,37,G,G,24.5,21.7,17.2,62.2
Tim Hardaway,2014,2018,1992-03-16,University of Michigan,Tim Hardaway,2.0,93.0,22,26,G,G,23.2,17.6,16.4,76.6
James Harden,2010,2018,1989-08-26,Arizona State University,James Harden,2.0,99.8,21,29,G,G,25.0,20.5,20.5,79.3
Reggie Harding,1964,1968,1942-05-04,Unknown,Reggie Harding,2.1,112.9,22,26,C,C,25.6,20.5,23.1,89.8
Charlie Hardnett,1963,1965,1938-09-13,Grambling State University,Charlie Hardnett,2.0,102.1,25,27,F/C,F,25.5,20.6,21.0,81.1
Alan Hardy,1981,1982,1957-05-25,University of Michigan,Alan Hardy,2.0,88.5,24,25,F,F,22.1,16.1,14.2,74.3
Darrell Hardy,1968,1968,,Baylor University,Darrell Hardy,2.0,99.8,,,F,F,25.0,,,
James Hardy,1979,1982,1956-12-01,University of San Francisco,James Hardy,2.0,99.8,23,26,F/C,F,25.0,19.8,19.8,80.0
Ira Harge,1968,1973,1941-03-14,University of New Mexico,Ira Harge,2.1,102.1,27,32,C,C,23.2,19.0,19.4,82.7
John Hargis,1950,1951,1920-08-20,University of Texas at Austin,John Hargis,1.9,81.6,30,31,G/F,G,22.6,18.0,14.7,66.9
Maurice Harkless,2013,2018,1993-05-11,St. John's University,Maurice Harkless,2.1,97.5,20,25,F/G,F,22.1,16.1,15.7,81.8
Jerry Harkness,1964,1969,1940-05-07,Loyola University of Chicago,Jerry Harkness,1.9,79.4,24,29,G,G,22.0,16.9,13.4,66.0
Skip Harlicka,1969,1969,1946-10-14,University of South Carolina,Skip Harlicka,1.9,83.9,23,23,G,G,23.2,16.9,14.2,69.7
Jerome Harmon,1995,1995,1969-02-06,University of Louisville,Jerome Harmon,1.9,86.2,26,26,G,G,23.9,18.5,15.9,70.3
Derek Harper,1984,1999,1961-10-13,University of Illinois at Urbana-Champaign,Derek Harper,1.9,83.9,23,38,G,G,23.2,20.4,17.1,66.8
Justin Harper,2012,2017,1989-08-30,University of Richmond,Justin Harper,2.1,102.1,23,28,F,F,23.2,18.1,18.5,83.6
Mike Harper,1981,1982,1957-12-09,North Park University,Mike Harper,2.1,88.5,24,25,C/F,C,20.1,13.7,12.1,76.4
Ron Harper,1987,2001,1964-01-20,Miami University,Ron Harper,2.0,83.9,23,37,G/F,G,21.0,17.5,14.7,69.2
Matt Harpring,1999,2009,1976-05-31,Georgia Institute of Technology,Matt Harpring,2.0,104.8,23,33,F,F,26.2,22.8,23.9,80.9
Montrezl Harrell,2016,2018,1994-01-26,University of Louisville,Montrezl Harrell,2.0,108.9,22,24,F/C,F,27.2,22.0,24.0,84.9
Josh Harrellson,2012,2014,1989-02-12,University of Kentucky,Josh Harrellson,2.1,124.7,23,25,C,C,28.3,23.5,29.3,95.4
Adam Harrington,2003,2003,1980-07-05,Auburn University,Adam Harrington,2.0,90.7,23,23,G,G,22.7,16.3,14.8,75.9
Al Harrington,1999,2014,1980-02-17,Unknown,Al Harrington,2.1,104.3,19,34,F,F,23.7,20.1,21.0,83.3
Junior Harrington,2003,2007,1980-10-02,Wingate University,Junior Harrington,1.9,81.6,23,27,G,G,22.6,17.1,14.0,67.6
Othella Harrington,1997,2008,1974-01-31,Georgetown University,Othella Harrington,2.1,106.6,23,34,F/C,F,24.2,20.7,22.1,84.5
Art Harris,1969,1972,1947-01-13,Stanford University,Art Harris,1.9,83.9,22,25,G,G,23.2,17.4,14.6,69.3
Bernie Harris,1975,1975,1950-11-26,Virginia Commonwealth University,Bernie Harris,2.1,90.7,25,25,F,F,20.6,14.3,13.0,77.7
Billy Harris,1975,1975,1951-11-12,Northern Illinois University,Billy Harris,1.9,83.9,24,24,G,G,23.2,17.2,14.4,69.5
Bob Harris,1950,1954,1927-03-16,Oklahoma State University,Bob Harris,2.0,88.5,23,27,F/C,F,22.1,16.5,14.6,73.9
Chris Harris,1956,1956,1933-08-11,University of Dayton,Chris Harris,1.9,86.2,23,23,G,G,23.9,17.8,15.3,70.9
Devin Harris,2005,2018,1983-02-27,University of Wisconsin,Devin Harris,1.9,87.1,22,35,G,G,24.1,20.8,18.1,69.0
Elias Harris,2014,2014,1989-07-06,Gonzaga University,Elias Harris,2.0,108.4,25,25,F,F,27.1,22.1,24.0,84.4
Gary Harris,2015,2018,1994-09-14,Michigan State University,Gary Harris,1.9,95.3,21,24,G,G,26.4,21.0,20.0,75.3
Joe Harris,2015,2018,1991-09-06,University of Virginia,Joe Harris,2.0,99.3,24,27,G,G,24.8,19.8,19.7,79.6
Lucious Harris,1994,2005,1970-12-18,"California State University, Long Beach",Lucious Harris,2.0,86.2,24,35,G,G,21.6,17.8,15.3,70.9
Manny Harris,2011,2017,1989-09-21,University of Michigan,Manny Harris,2.0,83.9,22,28,G,G,21.0,15.4,12.9,71.0
Mike Harris,2008,2014,1983-06-15,Rice University,Mike Harris,2.0,108.9,25,31,F,F,27.2,23.6,25.7,83.2
Steve Harris,1986,1990,1963-10-15,University of Tulsa,Steve Harris,2.0,88.5,23,27,G,G,22.1,16.5,14.6,73.9
Terrel Harris,2012,2013,1987-08-10,Oklahoma State University,Terrel Harris,2.0,86.2,25,26,G,G,21.6,15.7,13.5,72.7
Tobias Harris,2012,2018,1992-07-15,University of Tennessee,Tobias Harris,2.1,106.6,20,26,F,F,24.2,18.8,20.0,86.6
Tony Harris,1991,1995,1967-05-13,University of New Orleans,Tony Harris,1.9,86.2,24,28,G,G,23.9,18.9,16.3,69.9
Aaron Harrison,2016,2017,1994-10-28,University of Kentucky,Aaron Harrison,2.0,95.3,22,23,G,G,23.8,17.7,16.9,78.4
Andrew Harrison,2017,2018,1994-10-28,University of Kentucky,Andrew Harrison,2.0,96.6,23,24,G,G,24.2,18.4,17.8,78.8
Bob Harrison,1950,1958,1927-08-12,University of Michigan,Bob Harrison,1.9,86.2,23,31,G,G,23.9,19.6,16.9,69.3
David Harrison,2005,2008,1982-08-15,University of Colorado,David Harrison,2.1,127.0,23,26,C,C,28.8,24.3,30.9,96.1
Jason Hart,2001,2010,1978-04-29,Syracuse University,Jason Hart,1.9,83.9,23,32,G,G,23.2,19.0,15.9,68.0
Josh Hart,2018,2018,1995-03-06,Villanova University,Josh Hart,2.0,94.8,23,23,G,G,23.7,17.5,16.6,78.2
Antonio Harvey,1994,2003,1970-07-06,Pfeiffer University,Antonio Harvey,2.1,102.1,24,33,F/C,F,23.2,19.2,19.6,82.5
Donnell Harvey,2001,2005,1980-08-26,University of Florida,Donnell Harvey,2.0,99.8,21,25,F,F,25.0,19.6,19.6,80.2
Scott Haskin,1994,1994,1970-09-19,Oregon State University,Scott Haskin,2.1,113.4,24,24,C/F,C,25.7,20.2,22.9,90.5
Clem Haskins,1968,1976,1943-07-11,Western Kentucky University,Clem Haskins,1.9,88.5,25,33,G,G,24.5,20.8,18.4,70.1
Udonis Haslem,2004,2018,1980-06-09,University of Florida,Udonis Haslem,2.0,106.6,24,38,F/C,F,26.6,24.5,26.1,80.5
Trenton Hassell,2002,2010,1979-03-04,Austin Peay State University,Trenton Hassell,2.0,90.7,23,31,G,G,22.7,18.2,16.5,74.2
Billy Hassett,1950,1951,1921-10-21,University of Notre Dame,Billy Hassett,1.8,81.6,29,30,G,G,25.2,20.9,17.1,64.5
Joe Hassett,1978,1983,1955-09-11,Providence College,Joe Hassett,2.0,81.6,23,28,G,G,20.4,14.7,12.0,69.6
Scott Hastings,1983,1993,1960-06-03,University of Arkansas,Scott Hastings,2.1,106.6,23,33,F/C,F,24.2,20.4,21.7,84.9
Kirk Haston,2002,2003,1979-03-10,Indiana University,Kirk Haston,2.1,109.8,23,24,F,F,24.9,19.2,21.1,88.7
Vern Hatton,1959,1962,1936-01-13,University of Kentucky,Vern Hatton,1.9,88.5,23,26,G,G,24.5,19.2,17.0,71.5
John Havlicek,1963,1978,1940-04-08,Ohio State University,John Havlicek,2.0,92.1,23,38,F/G,F,23.0,20.1,18.5,73.6
Spencer Hawes,2008,2017,1988-04-28,University of Washington,Spencer Hawes,2.2,111.1,20,29,C/F,C,23.0,18.1,20.1,91.0
Steve Hawes,1975,1984,1950-05-26,University of Washington,Steve Hawes,2.1,99.8,25,34,C/F,C,22.6,18.7,18.7,81.1
Connie Hawkins,1968,1976,1942-07-17,University of Iowa,Connie Hawkins,2.0,95.3,26,34,F/C,F,23.8,20.2,19.3,76.0
Hersey Hawkins,1989,2001,1966-09-29,Bradley University,Hersey Hawkins,1.9,86.2,23,35,G,G,23.9,20.5,17.7,68.5
Juaquin Hawkins,2003,2003,1973-07-02,"California State University, Long Beach",Juaquin Hawkins,2.0,99.8,30,30,G/F,G,25.0,20.7,20.7,79.1
Marshall Hawkins,1950,1950,1924-08-03,University of Tennessee,Marshall Hawkins,1.9,93.0,26,26,F,F,25.8,20.7,19.3,73.7
Michael Hawkins,1997,2001,1972-10-28,Xavier University,Michael Hawkins,1.8,80.7,25,29,G,G,24.9,20.3,16.4,64.3
Robert Hawkins,1976,1979,1954-06-30,Illinois State University,Robert Hawkins,1.9,86.2,22,25,G,G,23.9,18.2,15.7,70.5
Tom Hawkins,1960,1969,1936-12-22,University of Notre Dame,Tom Hawkins,2.0,95.3,24,33,F,F,23.8,20.0,19.1,76.2
Nate Hawthorne,1974,1976,1950-01-15,Southern Illinois University,Nate Hawthorne,1.9,86.2,24,26,G,G,23.9,18.5,15.9,70.3
Chuck Hayes,2006,2016,1983-06-11,University of Kentucky,Chuck Hayes,2.0,108.9,23,33,F/C,F,27.2,24.0,26.1,82.8
Elvin Hayes,1969,1984,1945-11-17,University of Houston,Elvin Hayes,2.1,106.6,24,39,F/C,F,24.2,21.8,23.2,83.4
Jarvis Hayes,2004,2010,1981-08-09,University of Georgia,Jarvis Hayes,2.0,99.8,23,29,F,F,25.0,20.5,20.5,79.3
Jim Hayes,1971,1971,1948-02-18,Boston University,Jim Hayes,1.9,90.7,23,23,G,G,25.1,19.2,17.4,73.3
Steve Hayes,1982,1986,1955-08-02,Idaho State University,Steve Hayes,2.1,93.0,27,31,C,C,21.1,16.3,15.2,77.8
Gordon Hayward,2011,2018,1990-03-23,Butler University,Gordon Hayward,2.0,102.5,21,28,F/G,F,25.6,21.0,21.5,81.0
Lazar Hayward,2011,2013,1986-11-26,Marquette University,Lazar Hayward,2.0,102.1,25,27,F,F,25.5,20.6,21.0,81.1
Brendan Haywood,2002,2015,1979-11-27,University of North Carolina,Brendan Haywood,2.1,121.6,23,36,C,C,27.6,25.2,30.6,91.0
Spencer Haywood,1970,1983,1949-04-22,University of Detroit Mercy,Spencer Haywood,2.0,102.1,21,34,F/C,F,25.5,22.2,22.7,79.4
John Hazen,1949,1949,1927-03-02,Indiana State University,John Hazen,1.9,78.0,22,22,G,G,21.6,14.8,11.5,66.5
Walt Hazzard,1965,1974,1942-04-15,"University of California, Los Angeles",Walt Hazzard,1.9,83.9,23,32,G,G,23.2,19.0,15.9,68.0
Luther Head,2006,2011,1982-11-26,University of Illinois at Urbana-Champaign,Luther Head,1.9,83.9,24,29,G,G,23.2,18.3,15.4,68.5
Shane Heal,1997,2004,1970-09-06,Unknown,Shane Heal,1.8,81.6,27,34,G,G,25.2,21.9,17.9,63.7
Brian Heaney,1970,1970,1946-09-03,Acadia University,Brian Heaney,1.9,81.6,24,24,G,G,22.6,16.4,13.4,68.2
Gar Heard,1971,1981,1948-05-03,University of Oklahoma,Gar Heard,2.0,99.3,23,33,F,F,24.8,21.2,21.1,78.2
Herm Hedderick,1955,1955,1930-01-10,Canisius College,Herm Hedderick,2.0,77.1,25,25,G,G,19.3,12.7,9.8,67.3
Alvin Heggs,1996,1996,1967-12-12,University of Texas at Austin,Alvin Heggs,2.0,102.1,29,29,F,F,25.5,21.1,21.5,80.6
Tom Heinsohn,1957,1965,1934-08-26,College of the Holy Cross,Tom Heinsohn,2.0,98.9,23,31,F/C,F,24.7,20.6,20.4,78.5
Dick Hemric,1956,1957,1933-08-29,Wake Forest University,Dick Hemric,2.0,99.8,23,24,F,F,25.0,19.3,19.3,80.5
Alan Henderson,1996,2007,1972-12-02,Indiana University,Alan Henderson,2.1,106.6,24,35,F,F,24.2,20.9,22.3,84.3
Cedric Henderson,1987,1987,1965-10-03,University of Georgia,Cedric Henderson,2.0,95.3,22,22,F,F,23.8,17.4,16.6,78.7
Cedric Henderson,1998,2002,1975-03-11,University of Memphis,Cedric Henderson,2.0,97.5,23,27,F,F,24.4,19.3,18.8,78.7
Dave Henderson,1988,1988,1964-07-21,Duke University,Dave Henderson,2.0,88.5,24,24,G,G,22.1,15.8,14.0,74.5
Gerald Henderson,1980,1992,1956-01-16,Virginia Commonwealth University,Gerald Henderson,1.9,79.4,24,36,G,G,22.0,18.5,14.7,64.7
Gerald Henderson,2010,2017,1987-12-09,Duke University,Gerald Henderson,2.0,97.5,23,30,G,G,24.4,20.0,19.5,78.0
J.R. Henderson,1999,1999,1976-10-30,"University of California, Los Angeles",Jr Henderson,2.0,102.5,23,23,F,F,25.6,19.8,20.3,82.2
Jerome Henderson,1986,1987,1959-10-05,University of New Mexico,Jerome Henderson,2.1,104.3,27,28,C/F,C,23.7,18.7,19.5,84.8
Kevin Henderson,1987,1988,1964-03-22,"California State University, Fullerton",Kevin Henderson,1.9,88.5,23,24,G,G,24.5,18.7,16.5,72.0
Tom Henderson,1975,1983,1952-01-26,University of Hawaii,Tom Henderson,1.9,86.2,23,31,G,G,23.9,19.6,16.9,69.3
Mark Hendrickson,1997,2000,1974-06-23,Washington State University,Mark Hendrickson,2.1,99.8,23,26,F,F,22.6,16.9,16.9,82.9
Larry Hennessy,1956,1957,1929-05-20,Villanova University,Larry Hennessy,1.9,83.9,27,28,G,G,23.2,18.1,15.2,68.7
Don Henriksen,1953,1955,1929-10-10,University of California,Don Henriksen,2.0,102.1,24,26,F/C,F,25.5,20.4,20.8,81.3
Al Henry,1971,1972,1949-02-09,University of Wisconsin,Al Henry,2.1,86.2,22,23,C,C,19.5,12.5,10.8,75.4
Bill Henry,1949,1950,1924-12-27,Rice University,Bill Henry,2.1,97.5,25,26,C,C,22.1,16.3,15.9,81.6
Carl Henry,1986,1986,1960-08-16,University of Kansas,Carl Henry,2.0,93.0,26,26,G,G,23.2,17.6,16.4,76.6
Conner Henry,1987,1988,1963-07-21,"University of California, Santa Barbara",Conner Henry,2.0,88.5,24,25,G,G,22.1,16.1,14.2,74.3
Skeeter Henry,1994,1994,1967-12-08,University of Oklahoma,Skeeter Henry,2.0,86.2,27,27,G,G,21.6,15.9,13.7,72.5
Xavier Henry,2011,2015,1991-03-15,University of Kansas,Xavier Henry,2.0,99.8,20,24,G,G,25.0,19.3,19.3,80.5
John Henson,2013,2018,1990-12-28,University of North Carolina,John Henson,2.1,103.9,23,28,C/F,C,23.6,18.6,19.3,84.6
Steve Henson,1991,1999,1968-02-02,Kansas State University,Steve Henson,1.8,80.3,23,31,G,G,24.8,20.7,16.6,63.7
Charles Hentz,1971,1971,1947-09-13,University of Arkansas at Pine Bluff,Charles Hentz,2.0,95.3,24,24,F,F,23.8,17.9,17.1,78.2
Bill Herman,1950,1950,1924-05-17,Mount Union College,Bill Herman,1.9,77.1,26,26,G,G,21.4,15.5,12.0,65.1
Kleggie Hermsen,1947,1953,1923-03-12,University of Minnesota,Kleggie Hermsen,2.1,102.1,24,30,C/F,C,23.2,18.5,18.9,83.2
Juan Hernangomez,2017,2018,1995-09-28,Unknown,Juan Hernangomez,2.1,104.3,22,23,F,F,23.7,17.5,18.3,86.0
Willy Hernangomez,2017,2018,1994-05-27,Unknown,Willy Hernangomez,2.1,108.9,23,24,C,C,24.7,19.0,20.7,88.2
Chris Herren,2000,2001,1975-09-27,"California State University, Fresno",Chris Herren,1.9,89.4,25,26,G,G,24.8,19.5,17.4,72.0
Carl Herrera,1992,1999,1966-12-14,University of Houston,Carl Herrera,2.1,97.5,26,33,F,F,22.1,17.9,17.5,80.0
Walter Herrmann,2007,2009,1979-06-26,Unknown,Walter Herrmann,2.1,102.1,28,30,F,F,23.2,18.5,18.9,83.2
Keith Herron,1979,1982,1956-06-14,Villanova University,Keith Herron,2.0,88.5,23,26,G/F,G,22.1,16.3,14.4,74.1
Sonny Hertzberg,1947,1951,1922-07-29,City College of New York,Sonny Hertzberg,1.8,79.4,25,29,G,G,24.5,19.9,15.8,63.6
Dan Hester,1971,1971,1948-11-08,Louisiana State University,Dan Hester,2.0,95.3,23,23,F,F,23.8,17.7,16.9,78.4
Fred Hetzel,1966,1971,1942-07-21,Davidson College,Fred Hetzel,2.0,99.8,24,29,F/C,F,25.0,20.5,20.5,79.3
Bill Hewitt,1969,1975,1944-08-08,University of Southern California,Bill Hewitt,2.0,95.3,25,31,F,F,23.8,19.5,18.6,76.7
Jack Hewson,1948,1948,1924-09-07,Temple University,Jack Hewson,2.0,88.5,24,24,F/C,F,22.1,15.8,14.0,74.5
Art Heyman,1964,1970,1941-06-24,Duke University,Art Heyman,2.0,93.0,23,29,F/G,F,23.2,18.3,17.0,76.0
Mario Hezonja,2016,2018,1995-02-25,Unknown,Mario Hezonja,2.0,97.5,21,23,F/G,F,24.4,18.4,17.9,79.6
Roy Hibbert,2009,2017,1986-12-11,Georgetown University,Roy Hibbert,2.2,122.5,23,31,C,C,25.3,21.3,26.1,96.4
Nat Hickey,1948,1948,1902-01-30,Unknown,Nat Hickey,1.8,81.6,46,46,G/F,G,25.2,24.6,20.1,61.5
Phil Hicks,1977,1979,1953-01-31,Tulane University,Phil Hicks,2.0,93.0,24,26,F,F,23.2,17.6,16.4,76.6
J.J. Hickson,2009,2016,1988-09-04,North Carolina State University,Jj Hickson,2.1,109.8,21,28,F/C,F,24.9,20.1,22.1,87.7
Buddy Hield,2017,2018,1993-12-17,University of Oklahoma,Buddy Hield,1.9,97.1,24,25,G,G,26.9,21.8,21.2,75.9
Bill Higgins,1975,1975,1952-12-15,Ashland University,Bill Higgins,1.9,81.6,23,23,G,G,22.6,16.2,13.2,68.4
